drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"98479","137","CAPSULE (DELAYED-RELEASE)","ADDED","02494817"
"95347","167","FILM (SOLUBLE)","ADDED","02465272"
"99310","164","SPRAY, BAG-ON-VALVE","REMOVED","02503654"
"87127","137","CAPSULE (DELAYED-RELEASE)","ADDED","02385643"
"90142","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02416816"
"86853","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02382717"
"86742","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02381575"
"87860","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02393379"
"66955","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02243088"
"88469","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02399849"
"80676","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02321378"
"76548","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02279908"
"101196","137","CAPSULE (DELAYED-RELEASE)","ADDED","02522861"
"85512","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02370093"
"98250","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02492490"
"74089","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02255707"
"9512","137","CAPSULE (DELAYED RELEASE)","REMOVED","00789429"
"97649","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02486261"
"86583","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02379988"
"82360","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02337959"
"91903","173","TABLET (IMMEDIATE AND EXTENDED RELEASE)","REMOVED","02434725"
"96255","137","CAPSULE (DELAYED RELEASE)","REMOVED","02473216"
"79170","158","SPRAY (METERED-DOSE)","ADDED","02306158"
"86411","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02378299"
"99722","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02507846"
"86593","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02380099"
"89216","160","PATCH (EXTENDED-RELEASE)","ADDED","02407477"
"91313","158","SPRAY (METERED-DOSE)","ADDED","02428687"
"80582","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02320398"
"83023","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02344750"
"94081","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02454297"
"104351","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02554682"
"69063","137","CAPSULE (DELAYED-RELEASE)","ADDED","02245059"
"89132","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02406632"
"84680","162","AEROSOL (METERED-DOSE)","ADDED","02361752"
"66953","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02243086"
"14742","160","PATCH (EXTENDED RELEASE)","REMOVED","02011271"
"74091","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02255723"
"16579","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02042274"
"61088","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02237734"
"83707","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02351838"
"79305","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02307375"
"87870","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02393484"
"73177","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02248808"
"92479","137","CAPSULE (DELAYED RELEASE)","REMOVED","02440423"
"96041","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02471302"
"82198","158","SPRAY, METERED DOSE","REMOVED","02336405"
"95933","181","CAPSULE (CONTROLLED-RELEASE)","ADDED","02470357"
"84679","162","AEROSOL, METERED DOSE","REMOVED","02361744"
"94827","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02460785"
"85582","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02370697"
"83998","169","GRANULES FOR SUSPENSION,EXTENDED RELEASE","REMOVED","02354802"
"92880","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02444011"
"95593","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02467577"
"82911","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02343673"
"103857","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02549751"
"27084","137","CAPSULE (DELAYED-RELEASE)","ADDED","02045869"
"97349","155","SOLUTION (EXTENDED-RELEASE)","ADDED","02483092"
"107214","134","SOLUTION","ADDED","02569949"
"90143","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02416824"
"106570","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02562855"
"84278","137","CAPSULE (DELAYED RELEASE)","REMOVED","02357682"
"106263","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02559471"
"92404","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02439646"
"91803","137","CAPSULE (DELAYED RELEASE)","REMOVED","02433672"
"89690","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02412322"
"90194","158","SPRAY (METERED-DOSE)","ADDED","02417316"
"87313","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02387522"
"99127","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02501651"
"78387","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02298570"
"10318","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","00836273"
"95348","167","FILM, SOLUBLE","REMOVED","02465280"
"98358","137","CAPSULE (DELAYED RELEASE)","REMOVED","02493586"
"77715","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02291797"
"96040","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02471299"
"9513","137","CAPSULE (DELAYED RELEASE)","REMOVED","00789437"
"85288","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02368064"
"107269","59","SHAMPOO","ADDED","02570556"
"93077","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02445492"
"93278","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02447215"
"92284","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02438453"
"77980","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02294451"
"91313","158","SPRAY, METERED DOSE","REMOVED","02428687"
"82505","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02339439"
"101331","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02524279"
"99310","164","SPRAY (BAG-ON-VALVE)","ADDED","02503654"
"85560","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02370441"
"83972","158","SPRAY (METERED-DOSE)","ADDED","02354551"
"83807","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02352834"
"106507","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02562170"
"81740","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02331705"
"81319","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02327783"
"97988","137","CAPSULE (DELAYED-RELEASE)","ADDED","02489805"
"99264","162","AEROSOL (METERED-DOSE)","ADDED","02503131"
"89133","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02406640"
"92245","137","CAPSULE (DELAYED RELEASE)","REMOVED","02438097"
"92128","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02436965"
"89815","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02413493"
"82507","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02339455"
"107016","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02567784"
"97975","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02489686"
"85578","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02370654"
"98504","137","CAPSULE (DELAYED-RELEASE)","ADDED","02495090"
"82360","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02337959"
"97750","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02487330"
"96475","153","POWDER (METERED-DOSE)","ADDED","02474638"
"100627","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02516934"
"104199","188","CAPSULE (DELAYED- AND EXTENDED-RELEASE)","ADDED","02553023"
"93082","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02445549"
"92356","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02439182"
"96217","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02472848"
"78469","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02299305"
"92479","137","CAPSULE (DELAYED-RELEASE)","ADDED","02440423"
"71971","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02247704"
"76055","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02275031"
"82803","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02342545"
"93823","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02451867"
"103765","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02548828"
"100589","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02516543"
"106333","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02560259"
"104460","155","SOLUTION (EXTENDED RELEASE)","REMOVED","02555875"
"100871","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02519445"
"100301","137","CAPSULE (DELAYED RELEASE)","REMOVED","02513803"
"50461","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02231154"
"102567","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02536943"
"106752","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02564866"
"101783","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02528622"
"90144","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02416832"
"100627","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02516934"
"83972","158","SPRAY, METERED DOSE","REMOVED","02354551"
"88467","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02399822"
"85566","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02370514"
"67797","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02243856"
"71974","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02247706"
"27084","137","CAPSULE (DELAYED RELEASE)","REMOVED","02045869"
"103319","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02544628"
"90220","158","SPRAY, METERED DOSE","REMOVED","02417510"
"92476","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02440393"
"94440","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02457342"
"90040","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02415801"
"82485","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02339242"
"93137","137","CAPSULE (DELAYED RELEASE)","REMOVED","02446103"
"78960","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02304317"
"67243","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02243338"
"97213","137","CAPSULE (DELAYED RELEASE)","REMOVED","02481952"
"89213","160","PATCH (EXTENDED-RELEASE)","ADDED","02407442"
"82433","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02338661"
"64089","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02240518"
"91923","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02434946"
"85583","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02370700"
"87154","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02385937"
"90693","137","CAPSULE (DELAYED-RELEASE)","ADDED","02422220"
"86409","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02378272"
"86410","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02378280"
"94783","158","SPRAY, METERED DOSE","REMOVED","02460475"
"77112","162","AEROSOL (METERED-DOSE)","ADDED","02285614"
"77919","137","CAPSULE (DELAYED-RELEASE)","ADDED","02293811"
"84680","162","AEROSOL, METERED DOSE","REMOVED","02361752"
"42848","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02184451"
"101207","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02522993"
"3043","134","SOLUTION","ADDED","00392588"
"92284","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02438453"
"99224","137","CAPSULE (DELAYED-RELEASE)","ADDED","02502690"
"84501","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02360039"
"88318","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02398249"
"90693","137","CAPSULE (DELAYED RELEASE)","REMOVED","02422220"
"48922","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02230248"
"98925","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02499517"
"100224","164","SPRAY, BAG-ON-VALVE","REMOVED","02513005"
"87007","137","CAPSULE (DELAYED RELEASE)","REMOVED","02384337"
"89131","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02406624"
"96039","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02471280"
"97648","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02486253"
"85906","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02373858"
"65137","162","AEROSOL (METERED-DOSE)","ADDED","02241497"
"89817","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02413515"
"97781","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02487667"
"103552","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02546841"
"87339","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02387816"
"79314","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02307472"
"8386","160","PATCH (EXTENDED-RELEASE)","ADDED","00756849"
"81739","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02331691"
"84560","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02360632"
"85577","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02370646"
"81615","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02330415"
"97946","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02489376"
"101246","137","CAPSULE (DELAYED-RELEASE)","ADDED","02523353"
"92396","153","POWDER (METERED-DOSE)","ADDED","02439530"
"99000","167","FILM (SOLUBLE)","ADDED","02500302"
"83591","167","FILM (SOLUBLE)","ADDED","02350726"
"76618","137","CAPSULE (DELAYED RELEASE)","REMOVED","02280523"
"87679","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02391449"
"90817","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02423456"
"11225","160","PATCH (EXTENDED-RELEASE)","ADDED","01911902"
"69062","137","CAPSULE (DELAYED-RELEASE)","ADDED","02245058"
"96466","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02474506"
"94802","158","SPRAY (METERED-DOSE)","ADDED","02460599"
"92316","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02438763"
"98529","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02495376"
"77983","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02294494"
"73179","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02248810"
"92051","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02436175"
"107265","85","TABLET","ADDED","02570505"
"89214","160","PATCH (EXTENDED RELEASE)","REMOVED","02407450"
"93078","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02445506"
"97523","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02484951"
"93832","137","CAPSULE (DELAYED RELEASE)","REMOVED","02451921"
"106998","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02567571"
"76617","137","CAPSULE (DELAYED-RELEASE)","ADDED","02280515"
"16481","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02014254"
"88837","158","SPRAY, METERED DOSE","REMOVED","02403587"
"86508","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02379198"
"77647","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02291088"
"86853","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02382717"
"103858","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02549778"
"78681","137","CAPSULE (DELAYED RELEASE)","REMOVED","02301482"
"91739","137","CAPSULE (DELAYED-RELEASE)","ADDED","02433028"
"65841","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02242163"
"92355","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02439174"
"94439","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02457334"
"82589","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02340313"
"97221","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02481723"
"93420","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02448505"
"98636","137","CAPSULE (DELAYED-RELEASE)","ADDED","02496496"
"100545","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02516101"
"36179","137","CAPSULE (DELAYED RELEASE)","REMOVED","02200104"
"93444","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02448726"
"89906","137","CAPSULE (DELAYED RELEASE)","REMOVED","02414406"
"88955","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02404745"
"72637","160","PATCH (EXTENDED RELEASE)","REMOVED","02248297"
"107234","85","TABLET","ADDED","02570165"
"95349","167","FILM (SOLUBLE)","ADDED","02465299"
"92353","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02439158"
"97214","137","CAPSULE (DELAYED RELEASE)","REMOVED","02481960"
"70040","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02245920"
"90407","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02419440"
"102517","137","CAPSULE (DELAYED-RELEASE)","ADDED","02536390"
"86506","137","CAPSULE (DELAYED RELEASE)","REMOVED","02379171"
"85907","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02373866"
"75581","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02270439"
"49895","158","SPRAY (METERED-DOSE)","ADDED","02230648"
"3042","34","LIQUID","REMOVED","00392561"
"83711","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02351870"
"85288","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02368064"
"78009","158","SPRAY (METERED-DOSE)","ADDED","02294745"
"76283","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02277182"
"95359","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02465418"
"85396","137","CAPSULE (DELAYED RELEASE)","REMOVED","02369001"
"92353","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02439158"
"99189","167","FILM (SOLUBLE)","ADDED","02502313"
"92404","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02439646"
"95283","137","CAPSULE (DELAYED-RELEASE)","ADDED","02464705"
"106751","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02564858"
"107209","5","CAPSULE","ADDED","02569892"
"94019","137","CAPSULE (DELAYED-RELEASE)","ADDED","02453630"
"97244","137","CAPSULE (DELAYED RELEASE)","REMOVED","02482134"
"16480","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02014238"
"106505","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02562154"
"97751","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02487349"
"92878","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02443996"
"78962","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02304333"
"92356","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02439182"
"96041","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02471302"
"75718","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02271648"
"85908","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02373874"
"103025","186","TABLET (CHEWABLE, EXTENDED-RELEASE)","REMOVED","02541610"
"101247","137","CAPSULE (DELAYED RELEASE)","REMOVED","02523361"
"93280","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02447258"
"85565","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02370506"
"107163","59","SHAMPOO","ADDED","02569388"
"66956","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02243089"
"92140","137","CAPSULE (DELAYED RELEASE)","REMOVED","02437090"
"95344","167","FILM (SOLUBLE)","ADDED","02465248"
"85514","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02370115"
"11974","173","TABLET (IMMEDIATE AND EXTENDED RELEASE)","REMOVED","01945157"
"90981","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02425157"
"87758","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02392305"
"63507","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02240000"
"70042","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02245922"
"94523","158","SPRAY, METERED DOSE","REMOVED","02458187"
"93903","137","CAPSULE (DELAYED RELEASE)","REMOVED","02452669"
"88977","158","SPRAY, METERED DOSE","REMOVED","02404931"
"101822","137","CAPSULE (DELAYED RELEASE)","REMOVED","02529025"
"93081","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02445530"
"91311","158","SPRAY, METERED DOSE","REMOVED","02428660"
"78388","158","SPRAY, METERED DOSE","REMOVED","02298589"
"84797","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02362996"
"14144","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02014211"
"103856","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02549743"
"95593","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02467577"
"91439","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02429977"
"68599","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02244612"
"87756","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02392283"
"103000","167","FILM, SOLUBLE","REMOVED","02541351"
"82486","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02339250"
"87100","137","CAPSULE (DELAYED-RELEASE)","ADDED","02385376"
"98092","137","CAPSULE (DELAYED RELEASE)","REMOVED","02490889"
"94440","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02457342"
"91551","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02431076"
"103516","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02546477"
"85564","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02370492"
"92758","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02443023"
"85741","137","CAPSULE (DELAYED RELEASE)","REMOVED","02372274"
"102518","137","CAPSULE (DELAYED RELEASE)","REMOVED","02536404"
"91271","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02428237"
"96120","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02471965"
"100192","172","CAPSULE (IMMEDIATE AND DELAYED RELEASE)","REMOVED","02512645"
"14541","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02019965"
"103319","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02544628"
"92366","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02439271"
"94753","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02460246"
"106593","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02563126"
"90118","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02416581"
"84677","170","TABLET (IMMEDIATE- AND DELAYED-RELEASE)","ADDED","02361728"
"103858","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02549778"
"75348","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02268094"
"90747","137","CAPSULE (DELAYED-RELEASE)","ADDED","02422816"
"83352","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02348187"
"87546","167","FILM (SOLUBLE)","ADDED","02389991"
"94756","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02460270"
"89816","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02413507"
"89215","160","PATCH (EXTENDED-RELEASE)","ADDED","02407469"
"102928","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02540592"
"82486","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02339250"
"84279","137","CAPSULE (DELAYED RELEASE)","REMOVED","02357690"
"87312","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02387514"
"96662","158","SPRAY (METERED-DOSE)","ADDED","02475863"
"75943","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02273977"
"106570","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02562855"
"10116","160","PATCH (EXTENDED RELEASE)","REMOVED","00852384"
"84559","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02360624"
"93925","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02452847"
"103205","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02543605"
"86410","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02378280"
"93276","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02447193"
"104502","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02556324"
"93079","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02445514"
"84561","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02360640"
"92048","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02436159"
"99128","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02501678"
"63320","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02239833"
"90543","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02420848"
"14240","158","SPRAY, METERED DOSE","REMOVED","02003767"
"73181","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02248812"
"64090","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02240519"
"90117","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02416573"
"92263","137","CAPSULE (DELAYED-RELEASE)","ADDED","02438267"
"91923","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02434946"
"88316","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02398222"
"90977","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02425114"
"92742","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02442914"
"87679","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02391449"
"82529","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02339706"
"81517","137","CAPSULE (DELAYED RELEASE)","REMOVED","02329425"
"92155","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02437252"
"76902","155","SOLUTION (EXTENDED RELEASE)","REMOVED","02283417"
"100311","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02513919"
"107182","85","TABLET","ADDED","02569590"
"93926","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02452855"
"100310","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02513900"
"88950","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02404702"
"76414","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02278553"
"83589","167","FILM (SOLUBLE)","ADDED","02350696"
"100224","164","SPRAY (BAG-ON-VALVE)","ADDED","02513005"
"89905","137","CAPSULE (DELAYED-RELEASE)","ADDED","02414392"
"84681","162","AEROSOL, METERED DOSE","REMOVED","02361760"
"75215","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02266733"
"85254","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02367688"
"75719","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02271656"
"94831","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02460823"
"100590","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02516551"
"75719","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02271656"
"101782","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02528614"
"98543","171","CAPSULE (IMMEDIATE- AND EXTENDED-RELEASE","ADDED","02495538"
"88926","137","CAPSULE (DELAYED RELEASE)","REMOVED","02404508"
"90194","158","SPRAY, METERED DOSE","REMOVED","02417316"
"80136","155","SOLUTION (EXTENDED-RELEASE)","ADDED","02315858"
"89502","137","CAPSULE (DELAYED RELEASE)","REMOVED","02410370"
"101206","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02522985"
"91122","137","CAPSULE (DELAYED RELEASE)","REMOVED","02426641"
"76901","155","SOLUTION (EXTENDED RELEASE)","REMOVED","02283409"
